Start Year,End Year,Scaling,Regularization,Alpha,Features Removed,MSE,R-Squared,Accuracy,Model Name
2019,2023,False,ridge,0.01,False,71.64578425152034,0.21410941932310878,66.21666666666667,model_2019_2023_unscaled_ridge_0.01_features_included
2019,2023,False,,,False,71.64606491736156,0.21410634066826206,66.21666666666667,model_2019_2023_unscaled_none_0_features_included
2023,2023,True,ridge,100.0,False,83.0391208593197,0.1511514619462524,66.21666666666667,model_2023_2023_scaled_ridge_100_features_included
2023,2023,False,ridge,10.0,False,87.31641179848168,0.1074278275560322,66.21666666666667,model_2023_2023_unscaled_ridge_10_features_included
2023,2023,False,elasticnet,10.0,False,79.96628591600542,0.18256281869377555,66.21333333333332,model_2023_2023_unscaled_elasticnet_10_features_included
2019,2023,True,ridge,1.0,False,71.4154330944683,0.21663616679982978,66.21000000000001,model_2019_2023_scaled_ridge_1_features_included
2019,2023,False,lasso,1.0,False,69.6314825477939,0.23620451887624738,66.21,model_2019_2023_unscaled_lasso_1_features_included
2022,2023,True,elasticnet,0.01,False,83.76039774752306,0.15851118667924302,66.21,model_2022_2023_scaled_elasticnet_0.01_features_included
2019,2023,False,elasticnet,0.01,False,71.35509261289045,0.21729804825734944,66.20666666666666,model_2019_2023_unscaled_elasticnet_0.01_features_included
2014,2023,False,ridge,10.0,True,81.34746099208563,0.18781521313458038,66.13333333333333,model_2014_2023_unscaled_ridge_10_features_removed
2014,2023,False,ridge,100.0,True,81.2343591490957,0.18894443825264284,66.13,model_2014_2023_unscaled_ridge_100_features_removed
2014,2023,False,elasticnet,0.01,True,81.26891358559281,0.1885994417733502,66.12333333333333,model_2014_2023_unscaled_elasticnet_0.01_features_removed
2023,2023,True,elasticnet,1.0,True,82.16847807030302,0.1600514099584175,66.12,model_2023_2023_scaled_elasticnet_1_features_removed
2019,2023,True,ridge,100.0,False,70.1572590381221,0.23043721804191353,66.11333333333333,model_2019_2023_scaled_ridge_100_features_included
2023,2023,True,lasso,0.1,True,84.94676569496839,0.1316509962246858,66.10666666666667,model_2023_2023_scaled_lasso_0.1_features_removed
2014,2023,False,lasso,10.0,False,79.00040557251066,0.2112485530625996,66.10333333333334,model_2014_2023_unscaled_lasso_10_features_included
2019,2023,False,lasso,0.1,False,70.56129274225415,0.22600532737771672,66.1,model_2019_2023_unscaled_lasso_0.1_features_included
